Date,FFT_0,FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,FFT_9,FFT_10,FFT_11,FFT_12
07/24/05,0.009,0.0113353455133,0.00693338277969,0.00587492286126,0.00173205080757,0.00466934668793,0.005,0.00463152972462,0.0062449979984,0.00717532447867,0.00786944745394,0.00776247872854,0.003
07/25/05,0.014,0.0545378952914,0.0322224425806,0.015067831248,0.0504678115238,0.0207832866794,0.0203960780544,0.0131893200865,0.0371618083521,0.0256312399521,0.0192279534569,0.0452958586147,0.054
07/26/05,0.003,0.0573505641508,0.0341103397708,0.00292806986406,0.037509998667,0.0546274626242,0.0531507290637,0.0272890377061,0.01808314132,0.00966573364371,0.0198616394268,0.0147669069172,0.009
07/27/05,0.017,0.0932963741899,0.103268402856,0.0736969047173,0.063,0.0842025603648,0.0933005894944,0.0793087941364,0.0485077313425,0.0582646225002,0.0531190829332,0.040936909552,0.033
07/28/05,0.027,0.0690050519438,0.055136842734,0.0162793125916,0.0681469001496,0.0578101456362,0.0332415402772,0.0351455937691,0.0399499687109,0.0448662900355,0.0187597594155,0.0156549387216,0.009
07/29/05,0.013,0.0677391165645,0.0188116561414,0.025051923006,0.0866083136887,0.077736061007,0.0528866712887,0.00507078735249,0.0355949434611,0.0412601642471,0.042733143966,0.0648290368724,0.089
07/30/05,0.006,0.00664496072879,0.00702285611953,0.00599161872424,0.002,0.00086225077465,0.00509901951359,0.00429789645185,0.006,0.00401254346561,0.00383138250822,0.00407788016053,0.004
07/31/05,0.015,0.0107677663469,0.00606661747412,0.00418154055035,0.001,0.00195134804268,0.0067082039325,0.0089271954277,0.00173205080757,0.000717438935214,0.00686994559096,0.00803446516636,0.005
08/01/05,0.008,0.0486383496188,0.0219856610863,0.0155782575219,0.0294618397253,0.0137908841132,0.0126491106407,0.0222731658678,0.0360555127546,0.0349473588785,0.0306697033993,0.0297326175093,0.028
08/02/05,0.012,0.0325497475695,0.0233618128607,0.0458884674197,0.0612454079911,0.0327244002062,0.010295630141,0.00560548279147,0.0199749843554,0.0276088492675,0.0107808023756,0.0295669769672,0.05
08/03/05,0.03,0.0617385028355,0.0411620285076,0.00598118744528,0.0269072480941,0.0273772788148,0.0243310501212,0.0340436034091,0.0227156333832,0.0126580170937,0.00420564015777,0.0109487414463,0.01
08/04/05,0.014,0.0460743842929,0.0298128829742,0.058582355298,0.0752861208989,0.031893687344,0.0432666153056,0.0849364452787,0.0747261667691,0.0607627159345,0.0554183363948,0.0355772972982,0.002
08/05/05,0.021,0.0535996376915,0.0348614869234,0.0200360281824,0.0524595081944,0.0531691299309,0.0264764045897,0.0161866697979,0.0103923048454,0.0454374028161,0.05127062248,0.0652848694767,0.071
08/06/05,0.014,0.00917522353035,0.00391905394816,0.00483882357215,0.00529150262213,0.00518809152604,0.00509901951359,0.00737852899744,0.004,0.004537156206,0.00920005522545,0.00815207270082,0.008
08/07/05,0.009,0.0035681999394,0.00419615242271,0.00331662479036,2.74283864733e-18,0.00304433066411,0.005,0.00304433066411,0.006,0.00331662479036,0.00619615242271,0.0035681999394,0.003
08/08/05,0.03,0.0672437258853,0.0565062140459,0.0274701687846,0.0585918083012,0.0428883953923,0.0336154726279,0.0464256905881,0.0370270171631,0.0243595941457,0.0268895476757,0.0341104400903,0.04
08/09/05,0.059,0.0650752686932,0.0525733655171,0.0335043771667,0.036,0.0158067797577,0.0269258240357,0.0443389332645,0.0355527776693,0.00441097615891,0.0348143826343,0.0320844840252,0.003
08/10/05,0.011,0.0744073777822,0.0580387785446,0.0236248365266,0.0437149859888,0.0248693985079,0.035902646142,0.0128272963608,0.0406324993078,0.0358868652726,0.0449165914229,0.0402556283954,0.009
08/11/05,0.031,0.0450516296804,0.0272340517557,0.0247633882323,0.0502692749102,0.055629075025,0.029206163733,0.0235680299294,0.0183575597507,0.0221082474035,0.025185440734,0.0257741079428,0.025
08/12/05,0.032,0.0579842261408,0.0307702840996,0.033449364066,0.0781728853248,0.0607804922315,0.0311448230048,0.0217656167761,0.0132287565553,0.02586774137,0.0433034596358,0.03455168895,0.042
08/13/05,0.005,0.00616427813653,0.00220052797079,0.00623360765338,0.0065574385243,0.00785838573383,0.00412310562562,0.00800638371045,0.007,0.00819403048711,0.0109159368196,0.00775533807097,0.005
08/14/05,0.006,0.00587529993415,0.00723329164874,0.00642757407573,0.00173205080757,0.00242588803153,0.00565685424949,0.00606585189259,0.00793725393319,0.00432276433559,0.00420469879115,0.00654227473892,0.006
08/15/05,0.008,0.0491184374635,0.0406675994377,0.0211351232354,0.0550272659688,0.0500897201987,0.025179356624,0.0105143080619,0.008,0.0137588722584,0.0133471478592,0.00445514955271,0.002
08/16/05,0.02,0.0806543439098,0.0716830495157,0.0252236503984,0.0572625532089,0.067031439918,0.0380788655293,0.00635744753883,0.0151327459504,0.0152239108175,0.0160480656821,0.0165301461512,0.018
08/17/05,0.014,0.0687017020006,0.0686406809072,0.00998038481293,0.0472863616701,0.0357297762479,0.00282842712475,0.032564711129,0.028,0.0204056834971,0.0309266377836,0.0229564548783,0.002
08/18/05,0.017,0.127389679343,0.0843851484204,0.0263167929872,0.0692820323028,0.12544410868,0.0930859817588,0.0199445201678,0.0302654919008,0.0278823673111,0.0542507762716,0.0651909603359,0.027
08/19/05,0.021,0.054827003115,0.0455913394243,0.0217800960283,0.0651843539509,0.0617982908048,0.0264007575649,0.0267916325861,0.0233023603955,0.0227953376154,0.00417489754324,0.0120490417214,0.019
08/20/05,0.006,0.0050945971356,0.00457473531806,0.00575074497886,0.00346410161514,0.00620805746219,0.00509901951359,0.00289624339041,1.09941521782e-16,0.00435073926915,0.002659285011,0.00266774751348,1.11022302463e-16
08/21/05,0.009,0.00736571209432,0.00473205080757,0.00178913669874,0.00529150262213,0.0108966086559,0.009,0.00574253713282,0.00916515138991,0.00654209369187,0.00126794919243,0.00648332263754,0.011
08/22/05,0.004,0.0520540651587,0.0488864598217,0.0207862689238,0.0627455177682,0.0706634540489,0.0431740662898,0.0134895738899,0.0101488915651,0.0299321069126,0.0529349983102,0.0521064483399,0.032
08/23/05,0.03,0.0890895562153,0.0810698046864,0.0336936050027,0.0334215499341,0.0535355531991,0.0438634243989,0.0251323989639,0.00793725393319,0.00942024319866,0.0146862782253,0.0115480751365,0.014
08/24/05,0.015,0.0613611885194,0.0586958662144,0.0290347082877,0.0138924439894,0.00880673543902,0.0180277563773,0.0206837189398,0.0165227116419,0.0168221792479,0.019919721116,0.0096659052971,0.025
08/25/05,0.029,0.0658143883136,0.0553980317001,0.0024255138725,0.032511536414,0.0385964787861,0.0187882942281,0.0264233157138,0.0338673884438,0.0320018262362,0.0145278382341,0.00725165518389,0.007
08/26/05,0.017,0.0570185176898,0.0296546829701,0.0206081842801,0.068,0.0809592288233,0.0247588368063,0.0381288339579,0.0163707055437,0.0446911930998,0.0500059974197,0.041336230232,0.049
08/27/05,0.000999999999999,0.00354410657841,0.00141421356237,0.00800704055018,0.00871779788708,0.00715802120226,0.0022360679775,0.00362698736052,0.00529150262213,0.00137379096947,0.00141421356237,0.00557198382225,0.005
08/28/05,0.002,0.00291370891834,0.00533205219576,0.00414091611333,0.006,0.00454221654507,0.0126491106407,0.0144347883283,0.0105830052443,0.0136694116092,0.0105626331652,0.00514931598519,0.006
08/29/05,0.012,0.0531480012006,0.0420377092302,0.0194935886896,0.0533572862878,0.0471899452937,0.0305941170816,0.0154461475567,0.0255147016443,0.0194935886896,0.00792660095351,0.00467071270938,1.11022302463e-16
08/30/05,0.027,0.0999732339821,0.0851909424905,0.0507146986979,0.0971236325515,0.0953403316182,0.0601082357086,0.0417551540493,0.0496890329952,0.0541665887424,0.0419106587586,0.0176658077768,0.001
08/31/05,0.013,0.0546615782579,0.0300463513338,0.0392598679132,0.0790759128939,0.0705264392121,0.0434165866922,0.0140164082345,0.0185202591775,0.0141655487516,0.0117139562714,0.0347228100046,0.037
09/01/05,0.015,0.0882540423701,0.0867133001526,0.0783746680781,0.0998749217772,0.0784054310196,0.0294108823397,0.0111911784354,0.00866025403784,0.00976787610724,0.0112607094203,0.0158294004056,0.027
09/02/05,0.023,0.0572101885054,0.0440452983783,0.00321999983229,0.0220680764907,0.0287584222658,0.0294108823397,0.0292270437584,0.0281602556807,0.0318061566537,0.0287751922803,0.0197415144582,0.019
09/03/05,0.002,0.00461544119866,0.00290026597606,0.00272290535318,0.00953939201417,0.00475944270442,0.00424264068712,0.00348866602115,0.007,0.00214144494154,0.00629193589193,0.00871060371489,0.004
09/04/05,0.012,0.0111776360493,0.00420469879115,0.004417546675,0.00264575131106,0.0042722696819,0.00282842712475,0.00360577007687,0.00173205080757,0.00604030474184,0.00723329164874,0.00719767922793,0.004
